Index,Index,autores,data_apresentacao,ementa,proposicao,situacoes,urls
66,66," Eros Biondini - PTB/MG,Fausto Pinato - PRB/SP,Josué Bengtson - PTB/PA,Walney Rocha - PTB/RJ,Flavinho - PSB/SP,Hugo Leal - PROS/RJ,Jhc - SD/AL,Leonardo Quintão - PMDB/MG,Andre Moura - PSC/SE,João Campos - PSDB/GO,Moroni Torgan - DEM/CE,Evandro Gussi - PV/SP,Paulo Freire - PR/SP,Lincoln Portela - PR/MG,Evair de Melo - PV/ES,Celso Maldaner - PMDB/SC,Major Olimpio - PDT/SP,Subtenente Gonzaga - PDT/MG,André Fufuca - PEN/MA,José Carlos Aleluia - DEM/BA,Valdir Colatto - PMDB/SC,Marx Beltrão - PMDB/AL,Irmão Lazaro - PSC/BA,Diego Garcia - PHS/PR,Ronaldo Martins - PRB/CE,Pastor Eurico - PSB/PE,Missionário José Olimpio - PP/SP,Tenente Lúcio - PSB/MG,Professor Victório Galli - PSC/MT,Nilton Capixaba - PTB/RO,Alan Rick - PRB/AC,Roberto Alves - PRB/SP,Ronaldo Nogueira - PTB/RS,Leonardo Picciani - PMDB/RJ,Mendonça Filho - DEM/PE,Anderson Ferreira - PR/PE,Marcelo Aguiar - DEM/SP,Sóstenes Cavalcante - PSD/RJ,Givaldo Carimbão - PROS/AL,Marcelo Aro - PHS/MG,Delegado Éder Mauro - PSD/PA,Antônio Jácome - PMN/RN,Capitão Augusto - PR/SP,Marcos Rogério - PDT/RO,Francisco Chapadinha - PSD/PA,Eduardo Bolsonaro - PSC/SP,Carlos Gomes - PRB/RS,Rogério Rosso - PSD/DF,Rodrigo Martins - PSB/PI,Vinicius Carvalho - PRB/SP,Esperidião Amin - PP/SC,Renzo Braz - PP/MG,Antonio Bulhões - PRB/SP,Cleber Verde - PRB/MA,Luiz Lauro Filho - PSB/SP,Ricardo Tripoli - PSDB/SP,Ezequiel Teixeira - SD/RJ,Miguel Lombardi - PR/SP,Francisco Floriano - PR/RJ,Jair Bolsonaro - PP/RJ,Edmar Arruda - PSC/PR,Nelson Marquezelli - PTB/SP,Jose Stédile - PSB/RS,Sérgio Moraes - PTB/RS,Raquel Muniz - PSC/MG,Uldurico Junior - PTC/BA,Jefferson Campos - PSD/SP,Brunny - PTC/MG,Gonzaga Patriota - PSB/PE,Júlio Delgado - PSB/MG,Paulo Foletto - PSB/ES,Luciano Ducci - PSB/PR,Stefano Aguiar - PSB/MG,Roberto Sales - PRB/RJ.",2015-03-26,"Susta a Resolução nº 12, de 16 de janeiro de 2015, do Conselho Nacional de Combate à Discriminação e Promoções dos Direitos de Lésbicas, Gays, Travestis e Transexuais - CNDC/LGBT, que ""Estabelece parâmetros para a garantia das condições de acesso e permanência de pessoas travestis e transexuais - e todas aquelas que tenham sua identidade de gênero não reconhecida em diferentes espaços sociais - nos sistemas e instituições de ensino, formulando orientações quanto ao reconhecimento institucional da identidade de gênero e sua operacionalização.""",PDC-30/2015,,Prop_Detalhe.asp?id=1188078
67,67," Beto Rosado - PP/RN,Jair Bolsonaro - PP/RJ.",2015-04-27,"Altera a Lei nº 9.472, de 16 de julho de 1997, e a Lei nº 7.560, de 19 de dezembro de 1986, para determinar o bloqueio do uso de celulares e radiotransmissores em presídios e penitenciárias.",PL-1281/2015,Tramitando em Conjunto,Prop_Detalhe.asp?id=1215653
68,68, Jair Bolsonaro - PP/RJ.,2015-06-09,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, e a Lei nº 7.210, de 11 de julho de 1984, impondo pena mínima de dez anos de reclusão para o indivíduo que praticar três crimes.",PL-1824/2015,Arquivada,Prop_Detalhe.asp?id=1302402
69,69, Jair Bolsonaro - PP/RJ.,2015-09-01,"Acresce inciso ao art. 23, do Decreto-Lei 2.848, de 7 de dezembro de 1940, que institui o Código Penal, para não caracterizar como crime atos de defesa do patrimônio.",PL-2832/2015,Tramitando em Conjunto,Prop_Detalhe.asp?id=1701005
70,70, Jair Bolsonaro - PP/RJ.,2015-09-10,"Estabelece a competência dos Comandantes da Marinha, Exército e Aeronáutica para aprovar, em caráter final, os Regulamentos dos estabelecimentos de ensino militares.",PL-2968/2015,Arquivada,Prop_Detalhe.asp?id=1715850
71,71," Giovani Cherini - PDT/RS,Afonso Motta - PDT/RS,Luis Carlos Heinze - PP/RS,Carlos Gomes - PRB/RS,Covatti Filho - PP/RS,Darcísio Perondi - PMDB/RS,Mauro Pereira - PMDB/RS,Nelson Marchezan Junior - PSDB/RS,Heitor Schuch - PSB/RS,Osmar Terra - PMDB/RS,Jerônimo Goergen - PP/RS,João Derly - REDE/RS,José Fogaça - PMDB/RS,Renato Molling - PP/RS,José Otávio Germano - PP/RS,Ronaldo Nogueira - PTB/RS,Keiko Ota - PSB/SP,Eduardo Bolsonaro - PSC/SP,Jair Bolsonaro - PP/RJ.",2015-10-01,"Altera a redação do Código Penal (Decreto-Lei nº 2.848, de 7 de dezembro de 1940) e da Lei de Execuções Penais (Lei 7.210 de 11 de julho de 1984), dispondo sobre o regime de cumprimento de pena, e dá outras providências. Explicação: Estabelece o regime fechado e aberto para cumprimento da pena privativa de liberdade, altera as condições do livramento condicional e do cumprimento de pena no regime aberto. Extingue o regime semiaberto.",PL-3174/2015,Arquivada,Prop_Detalhe.asp?id=1806270
72,72, Jair Bolsonaro - PP/RJ.,2015-11-11,"Acresce o § 6º ao art. 150, do Decreto-Lei 2.848, de 7 de dezembro de 1940, que institui o Código Penal, para não caracterizar como crime lesões decorrentes de invasão de domicílio, que venham a ser causadas ao invasor.",PL-3582/2015,Aguardando Designação de Relator,Prop_Detalhe.asp?id=2053654
73,73, Jair Bolsonaro - PP/RJ.,2015-12-09,"Acresce o parágrafo único ao art. 124 da Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para estabelecer a obrigatoriedade de registro da quilometragem constante no odômetro do veículo no comprovante de transferência de propriedade.",PL-3881/2015,Aguardando Designação de Relator,Prop_Detalhe.asp?id=2058489
74,74, Jair Bolsonaro - PP/RJ.,2015-02-25,"Denomina ""Mar Presidente Médici - Amazônia Azul"" a Zona Econômica Exclusiva brasileira, faixa que se estende das doze às duzentas milhas marítimas, contadas a partir das linhas de base que servem para medir a largura do mar territorial.",PL-443/2015,Aguardando Parecer,Prop_Detalhe.asp?id=947863
75,75, Jair Bolsonaro - PP/RJ.,2015-03-10,"Acresce o § 3º ao art. 31 da Lei nº 3.765, de 4 de maio de 1960, que dispõe sobre as pensões militares, para instituir prazo obrigatório para julgamento da legalidade da concessão de pensões militares.",PL-647/2015,Devolvida ao Autor,Prop_Detalhe.asp?id=994704
76,76," Eduardo Bolsonaro - PSC/SP,Jair Bolsonaro - PP/RJ,Alberto Fraga - DEM/DF.",2015-03-20,"Altera a Lei nº 7.210, de 11 de julho de 1984, para tornar obrigatória a revista pessoal aos visitantes em estabelecimentos prisionais.",PL-860/2015,Tramitando em Conjunto,Prop_Detalhe.asp?id=1050559
77,77, Jair Bolsonaro - PP/RJ.,2015-10-13,"Recurso contra o não recebimento e o consequente arquivamento, em 7 de outubro de 2015, da denúncia de sua autoria apresentada em desfavor da Excelentíssima Senhora Presidente da República, Dilma Rousseff, pela suposta prática de crime de responsabilidade, protocolada no dia 12 de março de 2015 e aditada em 27 de julho de 2015.",REC-76/2015,Pronta para Pauta,Prop_Detalhe.asp?id=2017440
78,78," Delegado Edson Moreira - PTN/MG,Moroni Torgan - DEM/CE,Delegado Éder Mauro - PSD/PA,Subtenente Gonzaga - PDT/MG,Pastor Eurico - PSB/PE,Alberto Fraga - DEM/DF,Laerte Bessa - PR/DF,Silas Freire - PR/PI,Efraim Filho - DEM/PB,Gilberto Nascimento - PSC/SP,Laudivio Carvalho - PMDB/MG,Jair Bolsonaro - PP/RJ,Gonzaga Patriota - PSB/PE,Eduardo Bolsonaro - PSC/SP,João Rodrigues - PSD/SC,Mauro Lopes - PMDB/MG,Alexandre Leite - DEM/SP.",2015-07-14,"Requer no âmbito da Comissão de Segurança Pública e Combate ao Crime Organizado, por meio dos trabalhos realizados pela Subcomissão Permanente para tratar do Combate ao Crime Organizado, ouvir os Grupos de Atuação Especial de Combate ao Crime Organizado - GAECO dos Ministérios Públicos Estaduais e os Secretários  Estaduais de Segurança Pública de Minas Gerais, São Paulo, Rio de Janeiro e Paraná.",REQ-100/2015 CSPCCO,Arquivada,Prop_Detalhe.asp?id=1579245
79,79, Jair Bolsonaro - PP/RJ.,2015-03-30,"Requer a inclusão na Ordem do Dia da Proposta de Emenda à Constituição nº 308, de 2004, que altera a redação dos artigos 21, 32 e 144, da Constituição Federal, criando as polícias penitenciárias federal e estaduais.",REQ-1226/2015 => PEC-308/2004,Tramitação do Requerimento Finalizada,Prop_Detalhe.asp?id=1194781
80,80," Alexandre Leite - DEM/SP,Onyx Lorenzoni - DEM/RS,Alberto Fraga - DEM/DF,Moroni Torgan - DEM/CE,Capitão Augusto - PR/SP,Major Olimpio - PDT/SP,Wilson Filho - PTB/PB,Delegado Edson Moreira - PTN/MG,Lincoln Portela - PR/MG,Jair Bolsonaro - PP/RJ,Efraim Filho - DEM/PB,Delegado Waldir - PSDB/GO,Hugo Leal - PROS/RJ,Subtenente Gonzaga - PDT/MG,Eduardo Bolsonaro - PSC/SP,Pastor Eurico - PSB/PE,José Priante - PMDB/PA,Arnaldo Faria de Sá - PTB/SP,Guilherme Mussi - PP/SP,Delegado Éder Mauro - PSD/PA.",2015-03-17,"Requer a criação de Subcomissão Permanente para tratar do controle de armas, munições e explosivos.",REQ-15/2015 CSPCCO,Aguardando Providências Internas,Prop_Detalhe.asp?id=1036773
81,81, Jair Bolsonaro - PP/RJ.,2015-04-30,"Requer inclusão na Ordem do Dia da Proposta de Emenda à Constituição nº 443/2009, que fixa parâmetros para a remuneração dos advogados públicos.",REQ-1642/2015 => PEC-443/2009,Tramitação do Requerimento Finalizada,Prop_Detalhe.asp?id=1228465
82,82, Jair Bolsonaro - PP/RJ.,2015-05-06,Requer que o Projeto de Lei 8.220/14 seja desapensado do Projeto de Lei 5.054/05.,REQ-1693/2015 => PL-5054/2005,,Prop_Detalhe.asp?id=1229718
83,83, Jair Bolsonaro - PP/RJ.,2015-03-25,"Requer a convocação da Senhora Ministra de Estado Chefe da Secretaria de Direitos Humanos, para prestar esclarecimentos sobre a Resolução nº 12, de 16 de janeiro de 2015, do Conselho Nacional de Combate à Discriminação - CNCD/LGBT.",REQ-18/2015 CDHM,Aguardando Providências Internas,Prop_Detalhe.asp?id=1116176
84,84, Jair Bolsonaro - PP/RJ.,2015-03-25,"Requer a convocação da Senhora Ministra de Estado Chefe da Secretaria de Direitos Humanos, para prestar esclarecimentos sobre a Resolução nº 11, de 18 de dezembro de 2014, do Conselho Nacional de Combate à Discriminação - CNCD/LGBT.",REQ-19/2015 CSPCCO,Pronta para Pauta,Prop_Detalhe.asp?id=1116168
85,85, Jair Bolsonaro - PP/RJ.,2015-05-26,Requer apensação do PL nº 7282/2014 ao PL 3722/2012.,REQ-1964/2015 => PL-3722/2012,Tramitação do Requerimento Finalizada,Prop_Detalhe.asp?id=1295974
86,86, Jair Bolsonaro - PP/RJ.,2015-06-10,Requer REVISÃO do despacho aposto ao PL 8.220/14 que o manteve apensado ao PL 5054/05.,REQ-2076/2015 => REQ-1693/2015,Tramitação do Requerimento Finalizada,Prop_Detalhe.asp?id=1302570
87,87, Jair Bolsonaro - PP/RJ.,2015-06-16,Requer a retirada do Projeto de Decreto Legislativo nº 916/2013.,REQ-2149/2015 => PDC-916/2013,Tramitação do Requerimento Finalizada,Prop_Detalhe.asp?id=1307363
88,88, Jair Bolsonaro - PP/RJ.,2015-06-16,Requer a retirada do Projeto de Lei nº 5720/2013.,REQ-2150/2015 => PL-5720/2013,Arquivada,Prop_Detalhe.asp?id=1307365
89,89, Jair Bolsonaro - PP/RJ.,2015-03-26,"Requer a realização de audiência pública para a discussão de medidas efetivas de combate aos roubos de cargas e de transporte de valores, bem como que seja convidado o Senhor Carlos Franklin Paixão de Araújo",REQ-25/2015 CSPCCO,Pronta para Pauta,Prop_Detalhe.asp?id=1187999
90,90, Jair Bolsonaro - PP/RJ.,2015-02-05,Requer desarquivamento de proposições.,REQ-291/2015 => PEC-301/1996,,Prop_Detalhe.asp?id=946017
91,91," Delegado Waldir - PSDB/GO,Capitão Augusto - PR/SP,Adelmo Carneiro Leão - PT/MG,Delegado Edson Moreira - PTN/MG,Givaldo Carimbão - PROS/AL,Marcos Reategui - PSC/AP,Alexandre Leite - DEM/SP,Eduardo Bolsonaro - PSC/SP,Laudivio Carvalho - PMDB/MG,Alberto Fraga - DEM/DF,Jair Bolsonaro - PP/RJ,Ronaldo Martins - PRB/CE,Major Olimpio - PDT/SP,Aluisio Mendes - PSDC/MA,Zé Carlos - PT/MA,Moroni Torgan - DEM/CE,Hugo Leal - PROS/RJ.",2015-03-31,Requer seja criada Subcomissão Especial para Discutir a Mortalidade e as Consequências dos Acidentes de Trânsito no Brasil.,REQ-31/2015 CSPCCO,Aguardando Providências Internas,Prop_Detalhe.asp?id=1197803
92,92, Jair Bolsonaro - PP/RJ.,2015-05-14,"Requer a realização de consulta ao Tribunal de Contas da União, visando à manifestação daquela Corte quanto à possibilidade do pagamento das mensalidades relativas a exercícios anteriores, quando da instituição de pensões militares, inclusive nos casos de reversão e melhoria, anteriormente ao julgamento de sua legalidade pelo Tribunal de Contas.",REQ-50/2015 CREDN,Arquivada,Prop_Detalhe.asp?id=1279016
93,93, Jair Bolsonaro - PP/RJ.,2015-02-11,Requer novo despacho para apreciação do PL 7.582 de 2014 pela Comissão de Segurança Pública e Combate ao Crime Organizado.,REQ-510/2015 => PL-7582/2014,,Prop_Detalhe.asp?id=946591
94,94, Jair Bolsonaro - PP/RJ.,2015-03-03,Requer exclusão de Proposta de Emenda à Constituição do rol de  proposições a serem desarquivadas.,REQ-730/2015 => PEC-249/2008,,Prop_Detalhe.asp?id=955482
95,95, Jair Bolsonaro - PP/RJ.,2015-03-04,Requer desarquivamento da Proposta de Emenda à Constituição nº 404/2014.,REQ-782/2015 => PEC-404/2014,,Prop_Detalhe.asp?id=961697
96,96," Luiz Carlos Hauly - PSDB/PR,Jair Bolsonaro - PP/RJ,Eduardo Cury - PSDB/SP.",2015-08-18,Requer a instalação de painel com a relação de todos os pracinhas falecidos na 2ª Guerra Mundial nos corredores da Câmara dos Deputados.,REQ-83/2015 CREDN,Arquivada,Prop_Detalhe.asp?id=1671915
97,97, Jair Bolsonaro - PP/RJ.,2015-05-19,"Solicita informações ao Senhor Ministro de Estado da Defesa sobre voos realizados em aeronaves oficiais, no trajeto entre Brasília e Montevidéu, no mês de junho de 2012.",RIC-557/2015,,Prop_Detalhe.asp?id=1279490
98,98, Jair Bolsonaro - PP/RJ.,2014-10-16,Dá nova redação à MPV 657/2014,EMC-16/2014 MPV65714 => MPV-657/2014,,Prop_Detalhe.asp?id=676628
99,99, Jair Bolsonaro - PP/RJ.,2014-10-15,Dá nova redação à MPV 657/2014,EMC-8/2014 MPV65714 => MPV-657/2014,,Prop_Detalhe.asp?id=676620
100,100, Jair Bolsonaro - PP/RJ.,2014-03-13,"Sugere a modificação do artigo 113, da Lei nº 6.880, de 9 de dezembro de 1980, que dispõe sobre o Estatuto dos Militares, versando sobre a situação de interdição judicial de militar reformado.",INC-5898/2014,Arquivada,Prop_Detalhe.asp?id=608100
101,101, Jair Bolsonaro - PP/RJ.,2014-04-23,"Sugere a alteração do artigo 97, da Lei 6.880, de 9 de dezembro de 1980, que dispõe sobre o Estatuto dos Militares, para reduzir o tempo de permanência das militares femininas para 25 (vinte e cinco) anos de serviço.",INC-6124/2014,Arquivada,Prop_Detalhe.asp?id=613057
102,102, Jair Bolsonaro - PP/RJ.,2014-04-23,"Sugere a alteração do artigo 91, da Lei 7.289, de 18 de dezembro de 1984, que dispõe sobre o Estatuto dos policiais militares da Polícia Militar do Distrito Federal e do artigo 92, da Lei 7.479, de 2 de junho de 1896, que dispõe sobre o Estatuto dos Bombeiros Militares do Corpo de Bombeiros Militar do Distrito Federal, para reduzir o tempo de permanência das militares femininas para 25 (vinte e cinco) anos de serviço.",INC-6132/2014,,Prop_Detalhe.asp?id=613169
103,103, Jair Bolsonaro - PP/RJ.,2014-12-17,"Ficam sustados os efeitos da Portaria Interministerial nº 2, de 20 de novembro de 2014, que institui Grupo de Trabalho com a finalidade de adotar medidas visando receber denúncias de crimes de discriminação nas redes sociais on line.",PDC-1662/2014,Aguardando Designação de Relator,Prop_Detalhe.asp?id=858775
104,104, Jair Bolsonaro - PP/RJ.,2014-02-11,"Acresce inciso ao art. 23, do Decreto-Lei nº 2.848, de 7 de dezembro de 1940, que institui o Código Penal, para não caracterizar como crime atos de defesa no interior de domicílio.",PL-7104/2014,Aguardando Parecer,Prop_Detalhe.asp?id=606009
105,105, Jair Bolsonaro - PP/RJ.,2014-02-11,"Modifica as redações do parágrafo único do art. 23 e do art. 25, do Decreto-Lei 2.848, de 7 de dezembro de 1940, que institui o Código Penal, para não caracterizar como crime atos de legítima defesa própria e de terceiros.",PL-7105/2014,Aguardando Parecer,Prop_Detalhe.asp?id=606010
106,106, Jair Bolsonaro - PP/RJ.,2014-03-19,"Altera a redação do art. 6º, da Lei 10.826, de 22 de dezembro de 2003, para disciplinar a concessão de porte de armas aos integrantes dos órgãos de segurança pública e demais cidadãos em decorrência de sua atividade.",PL-7282/2014,Tramitando em Conjunto,Prop_Detalhe.asp?id=608916
107,107, Jair Bolsonaro - PP/RJ.,2014-04-16,"Altera a redação do art. 65 e seu § 1º, da Lei nº 9.605, de 12 de fevereiro de 1998, para agravar as penas do crime de pichação.",PL-7421/2014,Arquivada,Prop_Detalhe.asp?id=612850
108,108, Jair Bolsonaro - PP/RJ.,2014-04-16,"Altera a redação do inciso V, do art. 6º, da Lei nº 6.938, de 31 de agosto de 1981 e do § 1º, do art. 70, da Lei nº 9.605, de 12 de fevereiro de 1998, para incluir, de forma expressa, as Polícias Militares dos Estados e do Distrito Federal no Sistema Nacional do Meio Ambiente - SISNAMA, bem como disciplinar o exercício das atividades de policiamento ambiental.",PL-7422/2014,Aguardando Designação - Aguardando Devolução de Relator que deixou de ser Membro,Prop_Detalhe.asp?id=612851
109,109, Jair Bolsonaro - PP/RJ.,2014-04-29,"Altera a redação do inciso XIV, do artigo 6º, da Lei nº 7.713, de 22 de novembro de 1998, que altera a legislação do imposto de renda e dá outras providências, para incluir os portadores de doença pulmonar obstrutiva crônica - DPOC - enfisema pulmonar, no rol de isentos de tributação.",PL-7473/2014,Tramitando em Conjunto,Prop_Detalhe.asp?id=613744
110,110, Jair Bolsonaro - PP/RJ.,2014-04-30,"Confere ao Município de Porto Real, no Estado do Rio de Janeiro, o título de Berço da Colonização Italiana no Brasil.",PL-7483/2014,Pronta para Pauta,Prop_Detalhe.asp?id=613807
111,111, Jair Bolsonaro - PP/RJ.,2014-06-03,"Acresce o inciso XIV-A, ao artigo 6º, da Lei nº 7.713 de 22 de dezembro de 1988, para conceder isenção de imposto de renda para quem tiver dependente legal portador de doença relacionada.",PL-7641/2014,Tramitando em Conjunto,Prop_Detalhe.asp?id=617848
112,112, Jair Bolsonaro - PP/RJ.,2014-12-03,"Acresce inciso ao § 2º do art. 121, do Decreto-Lei 2.848, de 7 de dezembro de 1940, que institui o Código Penal, e altera o inciso I do art. 1º da Lei nº 8.072, de 25 de julho de 1990, tornando hediondos os crimes cometidos contra as vidas de servidores da segurança pública e seus familiares.",PL-8176/2014,Arquivada,Prop_Detalhe.asp?id=808923
113,113," Eduardo Cunha - PMDB/RJ,Jair Bolsonaro - PP/RJ,Simão Sessim - PP/RJ,Paulo Freire - PR/SP,Amauri Teixeira - PT/BA,Roberto Teixeira - PP/PE,Stepan Nercessian - PPS/RJ,Antonio Bulhões - PRB/SP,Esperidião Amin - PP/SC,Zé Geraldo - PT/PA,Pastor Eurico - PSB/PE,Sandro Mabel - PMDB/GO,Felipe Bornier - PSD/RJ,Padre Ton - PT/RO,Manoel Junior - PMDB/PB,Osmar Serraglio - PMDB/PR,Newton Cardoso - PMDB/MG,Weverton Rocha - PDT/MA,Pastor Marco Feliciano - PSC/SP,Perpétua Almeida - PCdoB/AC,Weliton Prado - PT/MG,Delegado Protógenes - PCdoB/SP,Marco Maia - PT/RS,Takayama - PSC/PR,Tiririca - PR/SP,Amir Lando - PMDB/RO,Akira Otsubo - PMDB/MS,João Magalhães - PMDB/MG,Leopoldo Meyer - PSB/PR,Luciana Santos - PCdoB/PE,Paes Landim - PTB/PI,Thiago Peixoto - PSD/GO,Francisco Escórcio,Chico das Verduras - PRP/RR,Acelino Popó - PRB/BA,Givaldo Carimbão - PROS/AL,Subtenente Gonzaga - PDT/MG,Mauro Benevides - PMDB/CE,Sebastião Bala Rocha - SD/AP,Simplício Araújo - SD/MA,Filipe Pereira - PSC/RJ,Edson Silva - PROS/CE,Sérgio Moraes - PTB/RS,Valtenir Pereira - PROS/MT,Carlos Alberto Leréia - PSDB/GO,Valmir Assunção - PT/BA,Arolde de Oliveira - PSD/RJ,Leonardo Picciani - PMDB/RJ,Walney Rocha - PTB/RJ,Manuel Rosa Neca - PR/RJ,Lincoln Portela - PR/MG,Onofre Santo Agostini - PSD/SC,Paulo Pimenta - PT/RS.",2014-12-09,"Acresce parágrafo ao art. 8º da Lei nº 8.906 de 04 de julho de 1.994, que dispõe sobre o ""Estatuto da Advocacia e da Ordem dos Advogados do Brasil (OAB)"".",PL-8220/2014,Aguardando Parecer,Prop_Detalhe.asp?id=819426
114,114, Jair Bolsonaro - PP/RJ.,2014-12-11,Cria a Comissão da Verdade (CV) no âmbito da Casa Civil da Presidência da República.,PL-8246/2014,Arquivada,Prop_Detalhe.asp?id=840958
115,115, Jair Bolsonaro - PP/RJ.,2014-04-23,"Requer envio de resposta externa, por parte do Ministério do Meio Ambiente, acerca dos questionamentos formulados no Requerimento de Informações nº 3.807, de 2013.",REQ-10045/2014 => RIC-3807/2013,Arquivada,Prop_Detalhe.asp?id=613175
116,116, Jair Bolsonaro - PP/RJ.,2014-07-02,Requer a realização de Sessão Solene em Homenagem aos 70 anos da participação da Força Expedicionária Brasileira (FEB) na Segunda Guerra Mundial.,REQ-10498/2014,Aguardando Despacho do Presidente da Câmara dos Deputados; Tramitação do Requerimento Finalizada,Prop_Detalhe.asp?id=619524
117,117, Jair Bolsonaro - PP/RJ.,2014-12-18,Requer apensação da PEC nº 445/2014 à PEC 443/2009.,REQ-10951/2014 => PEC-443/2009,Arquivada,Prop_Detalhe.asp?id=858917
118,118, Jair Bolsonaro - PP/RJ.,2014-03-13,Requer a convocação do Ministro de Estado da Saúde para prestar esclarecimentos quanto a real situação dos Médicos Cubanos participantes do Programa mais Médicos.,REQ-27/2014 CDHM,Arquivada,Prop_Detalhe.asp?id=609205
119,119, Jair Bolsonaro - PP/RJ.,2014-02-25,Requer a realização de Sessão Solene em referência aos cinquenta anos do dia 31 de março de 1964.,REQ-9591/2014,Arquivada,Prop_Detalhe.asp?id=606820
120,120, Jair Bolsonaro - PP/RJ.,2014-04-07,"Requer inclusão na Ordem do Dia da PLP nº 275 de 2001, que ""dispõe sobre a aposentadoria do funcionário policial, nos termos do art. 103, da Constituição Federal, para regulamentar a aposentadoria da mulher servidora policial"".",REQ-9951/2014 => PLP-275/2001,,Prop_Detalhe.asp?id=611600
121,121, Jair Bolsonaro - PP/RJ.,2014-02-25,"Solicita informações ao Senhor Chefe do Gabinete de Segurança Institucional da Presidência da República a respeito da veracidade de notícia divulgada por mídia sobre abandono de tradutora brasileira, integrante de comitiva oficial de viagem presidencial, na cidade do Panamá.",RIC-4008/2014,,Prop_Detalhe.asp?id=606815
